customer_id,starting_date,suspension_date,observation_end_date,duration_days,event,age,income,annual_premium,has_children,marital_status,home_owner,college_degree,good_credit,county,duration_years
221302186151.0,2013-03-22,,2022-12-02,3542,0,45.64,57500.0,1278.894464,1.0,Single,1.0,0.0,0.0,Tarrant,9.697467488021903
221301999981.0,2019-08-16,,2022-12-02,1204,0,55.444,80372.176,296.858105,0.0,Unknown,0.0,0.0,1.0,Dallas,3.29637234770705
221301057995.0,2005-09-11,,2022-12-02,6291,0,59.806,87500.0,1227.903197,0.0,Married,1.0,0.0,0.0,Dallas,17.22381930184805
221303154348.0,2017-05-14,,2022-12-02,2028,0,31.806,125000.0,709.094181,0.0,Married,0.0,0.0,1.0,Dallas,5.552361396303901
221302681677.0,2022-04-13,,2022-12-02,233,0,81.64,87500.0,960.981433,0.0,Single,1.0,0.0,1.0,Collin,0.6379192334017796
221300968563.0,2012-08-04,,2022-12-02,3772,0,86.806,5000.0,809.98306,1.0,Single,1.0,1.0,0.0,Dallas,10.327173169062286
221301349707.0,2005-09-11,,2022-12-02,6291,0,56.559,62500.0,1132.433434,1.0,Single,1.0,1.0,1.0,Collin,17.22381930184805
221302859509.0,2011-09-07,,2022-12-02,4104,0,74.138,125000.0,1033.188363,1.0,Married,1.0,1.0,1.0,Dallas,11.236139630390143
221303107646.0,2005-09-11,,2022-12-02,6291,0,53.64,87500.0,1220.157227,0.0,Married,1.0,1.0,1.0,Denton,17.22381930184805
221302621745.0,2005-09-11,,2022-12-02,6291,0,,,943.866049,,Unknown,,,,Tarrant,17.22381930184805
221300880370.0,2011-07-10,,2022-12-02,4163,0,40.726,125000.0,1135.798399,1.0,Single,1.0,0.0,1.0,Collin,11.397672826830938
221303127301.0,2013-02-08,,2022-12-02,3584,0,50.639,125000.0,1099.119435,1.0,Single,1.0,1.0,1.0,Tarrant,9.81245722108145
221300495244.0,2005-09-11,,2022-12-02,6291,0,70.138,47500.0,1128.565643,0.0,Married,1.0,1.0,1.0,Collin,17.22381930184805
221302155755.0,2005-09-11,,2022-12-02,6291,0,90.968,47500.0,959.564463,0.0,Single,1.0,1.0,1.0,Dallas,17.22381930184805
221302742477.0,2022-06-04,,2022-12-02,181,0,67.556,125000.0,515.259661,0.0,Single,1.0,0.0,1.0,Collin,0.4955509924709103
221301828918.0,2019-12-31,,2022-12-02,1067,0,50.387,27500.0,567.446219,1.0,Married,1.0,0.0,1.0,Denton,2.921286789869952
221302089223.0,2006-06-07,,2022-12-02,6022,0,55.444,32500.0,590.46032,0.0,Unknown,0.0,0.0,1.0,Dallas,16.487337440109513
221301170169.0,2022-05-22,,2022-12-02,194,0,71.138,42500.0,738.80228,0.0,Single,0.0,0.0,1.0,Tarrant,0.5311430527036276
221302897604.0,2006-03-19,,2022-12-02,6102,0,48.307,80372.176,796.621128,0.0,Unknown,0.0,0.0,1.0,Dallas,16.706365503080082
221302900567.0,2019-03-19,,2022-12-02,1354,0,42.639,125000.0,1064.536862,1.0,Single,1.0,1.0,1.0,Denton,3.707049965776865
221302953847.0,2015-06-14,,2022-12-02,2728,0,92.641,57500.0,811.508505,0.0,Married,1.0,0.0,1.0,Tarrant,7.468856947296373
221300447621.0,2016-11-11,,2022-12-02,2212,0,,,646.434433,,Unknown,,,,Tarrant,6.056125941136208
221301699500.0,2017-05-10,,2022-12-02,2032,0,36.474,125000.0,395.39601,1.0,Married,0.0,1.0,1.0,Denton,5.563312799452429
221302862055.0,2016-01-16,,2022-12-02,2512,0,86.724,47500.0,728.348899,0.0,Married,1.0,1.0,1.0,Tarrant,6.877481177275839
221302937189.0,2009-09-23,,2022-12-02,4818,0,55.444,70000.0,329.633454,0.0,Single,0.0,0.0,1.0,Tarrant,13.190965092402465
221302597224.0,2006-01-11,2022-02-08,2022-02-08,5872,1,55.472,62500.0,1058.192849,1.0,Single,1.0,0.0,1.0,Tarrant,16.076659822039698
221302508236.0,2011-12-30,,2022-12-02,3990,0,61.64,57500.0,650.207907,0.0,Married,1.0,0.0,1.0,Tarrant,10.924024640657084
221300616516.0,2017-05-11,,2022-12-02,2031,0,33.807,37500.0,783.258129,1.0,Married,1.0,0.0,1.0,Dallas,5.560574948665297
221301840661.0,2006-12-05,,2022-12-02,5841,0,53.473,87500.0,947.981222,1.0,Married,0.0,1.0,1.0,Ellis,15.991786447638605
221301305134.0,2012-11-26,,2022-12-02,3658,0,42.968,12500.0,886.061165,0.0,Married,1.0,0.0,0.0,Tarrant,10.015058179329229
221303242818.0,2008-07-20,,2022-12-02,5248,0,44.055,87500.0,1066.397774,0.0,Single,1.0,0.0,1.0,Collin,14.368240930869268
221301474040.0,2014-02-26,,2022-12-02,3201,0,42.968,70000.0,701.487506,1.0,Married,1.0,1.0,1.0,Denton,8.763860369609857
221303299998.0,2010-10-30,,2022-12-02,4416,0,55.444,80372.176,623.28985,0.0,Unknown,0.0,0.0,0.0,Unknown,12.09034907597536
221303090289.0,2017-09-18,,2022-12-02,1901,0,52.641,27500.0,774.855191,1.0,Single,1.0,0.0,1.0,Tarrant,5.204654346338125
221302592343.0,2005-09-11,,2022-12-02,6291,0,,,1000.850984,,Unknown,,,,Tarrant,17.22381930184805
221300285660.0,2022-07-02,,2022-12-02,153,0,38.806,52500.0,975.22886,0.0,Single,0.0,1.0,1.0,Tarrant,0.4188911704312115
221303102774.0,2022-09-13,,2022-12-02,80,0,55.444,80372.176,934.881472,0.0,Unknown,0.0,0.0,0.0,Dallas,0.2190280629705681
221301267775.0,2016-05-14,,2022-12-02,2393,0,34.305,47500.0,760.16989,1.0,Single,1.0,1.0,0.0,Dallas,6.551676933607118
221301483969.0,2019-08-16,,2022-12-02,1204,0,55.444,80372.176,681.828964,0.0,Unknown,0.0,1.0,1.0,Tarrant,3.29637234770705
221303189205.0,2022-02-28,,2022-12-02,277,0,55.89,57500.0,1216.260768,1.0,Married,1.0,0.0,1.0,Tarrant,0.758384668035592
221302059932.0,2018-07-29,,2022-12-02,1587,0,46.891,37500.0,980.115668,1.0,Married,1.0,1.0,1.0,Denton,4.344969199178645
221302767233.0,2011-10-23,,2022-12-02,4058,0,54.968,52500.0,710.19966,1.0,Married,1.0,0.0,0.0,Unknown,11.110198494182066
221300302382.0,2021-04-03,,2022-12-02,608,0,34.557,37500.0,994.802267,0.0,Single,0.0,0.0,1.0,Tarrant,1.6646132785763177
221301347203.0,2022-01-17,2022-07-10,2022-07-10,174,1,61.558,57500.0,941.323662,0.0,Married,1.0,0.0,1.0,Tarrant,0.4763860369609856
221302658554.0,2005-09-11,,2022-12-02,6291,0,76.559,22500.0,800.373138,0.0,Married,1.0,0.0,1.0,Dallas,17.22381930184805
221300611111.0,2012-07-24,,2022-12-02,3783,0,38.639,80372.176,1125.170671,0.0,Unknown,0.0,0.0,1.0,Dallas,10.35728952772074
221301533091.0,2008-09-12,,2022-12-02,5194,0,39.806,47500.0,582.996297,1.0,Married,1.0,0.0,1.0,Tarrant,14.220396988364136
221301381365.0,2018-06-14,,2022-12-02,1632,0,47.723,57500.0,813.495952,0.0,Married,1.0,0.0,1.0,Collin,4.468172484599589
221303306199.0,2014-02-15,,2022-12-02,3212,0,55.444,80372.176,725.663699,0.0,Unknown,0.0,0.0,0.0,Unknown,8.793976728268309
221302357983.0,2005-09-11,,2022-12-02,6291,0,54.305,125000.0,937.392577,1.0,Single,1.0,0.0,1.0,Tarrant,17.22381930184805
221303054245.0,2005-09-11,,2022-12-02,6291,0,53.892,70000.0,539.299402,1.0,Single,1.0,0.0,1.0,Tarrant,17.22381930184805
221302501354.0,2020-12-09,2021-12-12,2021-12-12,368,1,55.444,80372.176,655.982675,1.0,Unknown,0.0,0.0,1.0,Ellis,1.0075290896646132
221303109980.0,2020-10-19,2022-09-28,2022-09-28,709,1,32.055,70000.0,847.044148,0.0,Unknown,1.0,1.0,0.0,Tarrant,1.94113620807666
221300179483.0,2019-03-05,,2022-12-02,1368,0,59.556,62500.0,646.581782,1.0,Married,1.0,1.0,1.0,Tarrant,3.7453798767967146
221301191459.0,2017-04-01,,2022-12-02,2071,0,,,794.61374,,Unknown,,,,Collin,5.670088980150582
221303225109.0,2018-09-27,,2022-12-02,1527,0,45.807,87500.0,943.568518,1.0,Married,1.0,0.0,0.0,Tarrant,4.180698151950718
221300016018.0,2005-09-11,,2022-12-02,6291,0,78.22,17500.0,426.700524,1.0,Single,1.0,0.0,1.0,Dallas,17.22381930184805
221302792690.0,2018-12-18,,2022-12-02,1445,0,61.892,87500.0,1463.891879,0.0,Single,1.0,0.0,1.0,Dallas,3.9561943874058874
221301821216.0,2009-04-16,,2022-12-02,4978,0,48.222,80372.176,1021.87617,0.0,Unknown,0.0,0.0,0.0,Dallas,13.6290212183436
221300678453.0,2019-08-16,,2022-12-02,1204,0,55.444,80372.176,1202.931619,0.0,Unknown,0.0,0.0,1.0,Collin,3.29637234770705
221302741059.0,2013-07-03,,2022-12-02,3439,0,80.726,125000.0,710.411289,1.0,Married,1.0,0.0,1.0,Dallas,9.415468856947296
221302010505.0,2005-09-11,2022-03-19,2022-03-19,6033,1,62.305,70000.0,1061.745873,1.0,Married,1.0,0.0,1.0,Denton,16.517453798767967
221300999945.0,2006-01-11,,2022-12-02,6169,0,,,833.637,,Unknown,,,,Dallas,16.889801505817932
221300575276.0,2019-07-31,,2022-12-02,1220,0,29.054,80372.176,1070.318637,0.0,Single,0.0,0.0,0.0,Rockwall,3.340177960301164
221302780777.0,2017-10-25,,2022-12-02,1864,0,,,594.326997,,Unknown,,,,Dallas,5.103353867214237
221301661474.0,2018-07-10,,2022-12-02,1606,0,55.444,80372.176,1011.337158,0.0,Unknown,0.0,0.0,1.0,Dallas,4.396988364134154
221300865464.0,2008-08-17,,2022-12-02,5220,0,55.444,87500.0,516.438028,0.0,Single,0.0,0.0,1.0,Dallas,14.291581108829568
221302619040.0,2007-08-10,,2022-12-02,5593,0,56.222,42500.0,1177.367935,1.0,Married,1.0,0.0,1.0,Dallas,15.312799452429845
221300024309.0,2016-02-12,,2022-12-02,2485,0,63.305,125000.0,988.459799,1.0,Married,1.0,0.0,1.0,Tarrant,6.803559206023272
221300519477.0,2010-12-11,,2022-12-02,4374,0,33.892,70000.0,1087.322776,1.0,Married,0.0,1.0,1.0,Denton,11.97535934291581
221301978845.0,2020-05-03,,2022-12-02,943,0,35.138,62500.0,773.855858,0.0,Single,1.0,0.0,0.0,Collin,2.5817932922655715
221301942620.0,2009-04-10,,2022-12-02,4984,0,45.221,47500.0,1308.075441,0.0,Single,0.0,0.0,1.0,Dallas,13.645448323066391
221301426634.0,2013-11-12,,2022-12-02,3307,0,63.22,125000.0,1279.860794,0.0,Married,1.0,1.0,1.0,Tarrant,9.05407255304586
221302011731.0,2005-09-11,,2022-12-02,6291,0,79.639,17500.0,423.604907,0.0,Single,1.0,0.0,1.0,Denton,17.22381930184805
221300742264.0,2016-04-28,,2022-12-02,2409,0,55.444,80372.176,967.823083,0.0,Married,0.0,0.0,0.0,Tarrant,6.595482546201232
221301870851.0,2013-01-31,,2022-12-02,3592,0,35.806,70000.0,778.054963,0.0,Married,1.0,0.0,0.0,Collin,9.834360027378509
221300787162.0,2011-08-15,,2022-12-02,4127,0,50.22,125000.0,740.804091,1.0,Married,1.0,0.0,1.0,Johnson,11.299110198494182
221300747614.0,2011-09-15,,2022-12-02,4096,0,92.726,47500.0,892.325535,0.0,Single,0.0,0.0,1.0,Denton,11.214236824093089
221303047308.0,2009-09-23,,2022-12-02,4818,0,,,606.166283,,Unknown,,,,Dallas,13.190965092402465
221303119626.0,2022-06-23,2022-06-30,2022-06-30,7,1,,,1084.62163,,Unknown,,,,Dallas,0.0191649555099247
221302367789.0,2006-06-07,,2022-12-02,6022,0,55.444,80372.176,287.180374,0.0,Unknown,0.0,0.0,1.0,Dallas,16.487337440109513
221300610979.0,2005-11-23,,2022-12-02,6218,0,86.053,47500.0,951.976156,1.0,Unknown,1.0,0.0,1.0,Dallas,17.023956194387406
221300049167.0,2005-09-11,,2022-12-02,6291,0,57.558,70000.0,999.515715,1.0,Married,1.0,0.0,1.0,Kaufman,17.22381930184805
221300160508.0,2013-01-09,,2022-12-02,3614,0,55.444,80372.176,1081.024091,0.0,Unknown,0.0,0.0,1.0,Parker,9.894592744695414
221300063163.0,2011-06-20,,2022-12-02,4183,0,,,943.526725,,Unknown,,,,Dallas,11.45242984257358
221301711190.0,2015-03-27,2022-09-13,2022-09-13,2727,1,37.139,37500.0,1042.871235,0.0,Single,0.0,1.0,1.0,Tarrant,7.46611909650924
221301140191.0,2022-09-13,,2022-12-02,80,0,55.444,125000.0,1402.720292,0.0,Single,1.0,0.0,1.0,Johnson,0.2190280629705681
221303072606.0,2005-09-11,,2022-12-02,6291,0,53.139,125000.0,792.638797,0.0,Single,1.0,1.0,1.0,Collin,17.22381930184805
221302729326.0,2005-09-11,,2022-12-02,6291,0,58.305,52500.0,721.716668,0.0,Single,0.0,0.0,0.0,Dallas,17.22381930184805
221302064352.0,2005-09-11,,2022-12-02,6291,0,67.97,32500.0,1046.798725,1.0,Single,1.0,1.0,1.0,Dallas,17.22381930184805
221300800983.0,2005-09-11,,2022-12-02,6291,0,84.559,47500.0,1226.577678,1.0,Single,1.0,0.0,1.0,Dallas,17.22381930184805
221302917526.0,2005-09-11,,2022-12-02,6291,0,50.387,57500.0,937.131877,1.0,Married,1.0,1.0,1.0,Collin,17.22381930184805
221301143679.0,2013-05-07,,2022-12-02,3496,0,65.807,87500.0,744.678204,0.0,Married,1.0,0.0,1.0,Tarrant,9.571526351813826
221303243213.0,2005-09-11,,2022-12-02,6291,0,89.306,80372.176,1225.49326,0.0,Unknown,0.0,1.0,1.0,Dallas,17.22381930184805
221300774545.0,2008-12-29,,2022-12-02,5086,0,34.305,87500.0,703.52392,1.0,Married,0.0,0.0,1.0,Denton,13.924709103353868
221300856740.0,2007-09-21,,2022-12-02,5551,0,35.806,80372.176,979.150574,0.0,Single,0.0,0.0,1.0,Tarrant,15.197809719370294
221303020615.0,2014-02-25,,2022-12-02,3202,0,76.389,5000.0,1093.74363,1.0,Unknown,1.0,0.0,0.0,Dallas,8.766598220396988
221302706383.0,2012-10-23,2022-02-28,2022-02-28,3415,1,33.473,57500.0,824.025811,0.0,Married,1.0,0.0,1.0,Tarrant,9.349760438056126
221300990225.0,2020-09-30,,2022-12-02,793,0,42.053,80372.176,1292.19895,0.0,Single,1.0,1.0,1.0,Dallas,2.1711156741957565
221302108694.0,2006-11-14,,2022-12-02,5862,0,98.22,87500.0,974.379809,0.0,Single,1.0,0.0,1.0,Denton,16.04928131416838
221301672252.0,2009-09-23,,2022-12-02,4818,0,55.444,80372.176,848.960122,0.0,Unknown,1.0,0.0,0.0,Dallas,13.190965092402465
221301448999.0,2005-09-11,2022-07-09,2022-07-09,6145,1,56.808,225000.0,1085.7614,1.0,Single,1.0,0.0,1.0,Dallas,16.824093086926762
221301097701.0,2014-03-25,,2022-12-02,3174,0,35.305,42500.0,927.084461,1.0,Single,1.0,0.0,0.0,Dallas,8.68993839835729
221303163738.0,2005-09-11,,2022-12-02,6291,0,66.968,87500.0,840.689383,0.0,Single,1.0,0.0,1.0,Dallas,17.22381930184805
221301416574.0,2005-09-11,2022-01-28,2022-01-28,5983,1,71.97,17500.0,703.882798,1.0,Single,1.0,1.0,1.0,Tarrant,16.380561259411362
221303246430.0,2014-07-01,2022-11-14,2022-11-14,3058,1,36.641,125000.0,973.371362,1.0,Married,0.0,1.0,1.0,Denton,8.372347707049967
221302766346.0,2005-09-11,,2022-12-02,6291,0,77.473,27500.0,869.619463,0.0,Married,1.0,1.0,0.0,Kaufman,17.22381930184805
221300600620.0,2005-09-11,,2022-12-02,6291,0,85.221,87500.0,752.100071,0.0,Single,0.0,1.0,1.0,Dallas,17.22381930184805
221302149018.0,2005-09-11,,2022-12-02,6291,0,63.305,22500.0,557.722997,0.0,Unknown,0.0,1.0,1.0,Tarrant,17.22381930184805
221302418280.0,2008-08-17,,2022-12-02,5220,0,55.444,80372.176,790.550596,0.0,Unknown,0.0,0.0,1.0,Denton,14.291581108829568
221301211835.0,2014-10-05,,2022-12-02,2980,0,36.055,80372.176,951.141909,0.0,Unknown,1.0,0.0,0.0,Dallas,8.158795345653662
221300362709.0,2007-08-27,,2022-12-02,5576,0,,,752.642909,,Unknown,,,,Dallas,15.266255989048595
221300643682.0,2013-06-14,,2022-12-02,3458,0,38.968,47500.0,612.359821,1.0,Married,1.0,0.0,1.0,Tarrant,9.467488021902806
221300086463.0,2015-01-05,,2022-12-02,2888,0,57.473,87500.0,892.611822,1.0,Married,1.0,0.0,1.0,Johnson,7.906913073237509
221300632565.0,2006-06-07,,2022-12-02,6022,0,55.444,80372.176,1281.200083,0.0,Unknown,0.0,0.0,1.0,Tarrant,16.487337440109513
221302671765.0,2005-09-11,,2022-12-02,6291,0,57.969,70000.0,927.255514,0.0,Single,1.0,0.0,1.0,Collin,17.22381930184805
221301020964.0,2005-09-11,,2022-12-02,6291,0,58.639,250000.0,1045.160889,0.0,Married,1.0,0.0,1.0,Dallas,17.22381930184805
221301907890.0,2014-03-29,,2022-12-02,3170,0,32.389,70000.0,445.629393,0.0,Single,0.0,0.0,1.0,Dallas,8.678986995208762
221302194166.0,2020-09-20,,2022-12-02,803,0,55.444,80372.176,916.960851,0.0,Unknown,0.0,0.0,0.0,Denton,2.198494182067077
221302942899.0,2005-09-11,,2022-12-02,6291,0,57.558,42500.0,974.755381,0.0,Single,1.0,1.0,1.0,Dallas,17.22381930184805
221300788081.0,2005-09-11,,2022-12-02,6291,0,93.473,32500.0,986.048364,0.0,Married,1.0,1.0,0.0,Ellis,17.22381930184805
221302986887.0,2011-12-25,,2022-12-02,3995,0,72.641,17500.0,731.36615,0.0,Single,1.0,0.0,1.0,Dallas,10.937713894592743
221303306075.0,2005-09-11,,2022-12-02,6291,0,83.472,27500.0,821.54252,0.0,Single,1.0,0.0,0.0,Johnson,17.22381930184805
221303292150.0,2022-05-20,,2022-12-02,196,0,71.723,87500.0,839.988188,0.0,Married,0.0,1.0,1.0,Tarrant,0.5366187542778919
221300640585.0,2011-01-13,,2022-12-02,4341,0,57.558,87500.0,1033.415076,1.0,Married,1.0,0.0,1.0,Tarrant,11.885010266940451
221303027205.0,2017-08-10,,2022-12-02,1940,0,76.969,57500.0,1313.101842,0.0,Married,1.0,1.0,1.0,Tarrant,5.3114305270362765
221303286028.0,2021-12-02,,2022-12-02,365,0,67.89,62500.0,944.291582,0.0,Single,1.0,0.0,1.0,Dallas,0.999315537303217
221302680222.0,2015-10-24,,2022-12-02,2596,0,32.14,80372.176,448.411217,0.0,Unknown,0.0,0.0,0.0,Denton,7.107460643394935
221300369117.0,2005-11-03,,2022-12-02,6238,0,55.89,62500.0,460.41354,1.0,Married,1.0,1.0,1.0,Parker,17.078713210130047
221300478388.0,2017-01-06,,2022-12-02,2156,0,76.969,57500.0,761.317772,1.0,Single,1.0,1.0,1.0,Tarrant,5.90280629705681
221301830249.0,2016-04-28,,2022-12-02,2409,0,55.444,5000.0,729.851388,1.0,Single,1.0,1.0,0.0,Dallas,6.595482546201232
221301608980.0,2005-09-11,,2022-12-02,6291,0,59.305,80372.176,697.348557,0.0,Unknown,1.0,0.0,1.0,Tarrant,17.22381930184805
221303218129.0,2022-10-03,,2022-12-02,60,0,34.387,70000.0,1183.196332,1.0,Married,1.0,0.0,1.0,Dallas,0.164271047227926
221300852782.0,2018-07-10,,2022-12-02,1606,0,55.444,70000.0,1053.686803,0.0,Unknown,0.0,0.0,1.0,Dallas,4.396988364134154
221300891551.0,2005-09-11,,2022-12-02,6291,0,53.221,87500.0,891.631234,1.0,Single,1.0,1.0,1.0,Kaufman,17.22381930184805
221302725084.0,2020-09-20,,2022-12-02,803,0,55.444,37500.0,1065.101307,1.0,Single,0.0,0.0,1.0,Collin,2.198494182067077
221300327298.0,2022-06-20,,2022-12-02,165,0,63.138,32500.0,811.625282,1.0,Married,1.0,1.0,1.0,Dallas,0.4517453798767967
221300603784.0,2005-09-11,,2022-12-02,6291,0,55.444,80372.176,663.766752,1.0,Unknown,0.0,0.0,0.0,Tarrant,17.22381930184805
221302890724.0,2014-05-20,,2022-12-02,3118,0,46.387,87500.0,818.453531,0.0,Single,1.0,0.0,1.0,Collin,8.536618754277892
221302938914.0,2017-02-11,,2022-12-02,2120,0,56.641,22500.0,694.356633,0.0,Married,1.0,1.0,0.0,Dallas,5.804243668720055
221300271387.0,2022-02-15,2022-09-16,2022-09-16,213,1,57.64,87500.0,1080.418745,1.0,Single,0.0,0.0,1.0,Tarrant,0.5831622176591376
221300732700.0,2022-05-09,,2022-12-02,207,0,46.305,80372.176,564.43771,0.0,Single,1.0,0.0,1.0,Denton,0.5667351129363449
221301378545.0,2005-09-11,,2022-12-02,6291,0,83.138,87500.0,935.852239,1.0,Married,1.0,1.0,1.0,Dallas,17.22381930184805
221300287686.0,2013-05-12,,2022-12-02,3491,0,35.305,57500.0,624.330121,1.0,Single,0.0,0.0,1.0,Ellis,9.557837097878163
221301663495.0,2019-03-28,,2022-12-02,1345,0,42.472,125000.0,656.230564,1.0,Married,1.0,1.0,1.0,Denton,3.682409308692676
221301807067.0,2018-05-18,,2022-12-02,1659,0,48.222,52500.0,448.403515,0.0,Single,1.0,1.0,1.0,Tarrant,4.542094455852156
221302634832.0,2005-09-11,,2022-12-02,6291,0,49.473,70000.0,1051.752913,1.0,Married,1.0,0.0,1.0,Tarrant,17.22381930184805
221300268878.0,2006-10-01,,2022-12-02,5906,0,42.806,87500.0,435.703401,0.0,Single,0.0,0.0,1.0,Tarrant,16.16974674880219
221303033801.0,2005-09-11,,2022-12-02,6291,0,70.891,87500.0,572.724112,0.0,Single,1.0,1.0,1.0,Collin,17.22381930184805
221301696427.0,2018-02-10,,2022-12-02,1756,0,41.969,42500.0,821.41917,1.0,Single,1.0,1.0,1.0,Dallas,4.80766598220397
221303290575.0,2011-12-05,,2022-12-02,4015,0,55.444,80372.176,946.215572,0.0,Married,1.0,0.0,1.0,Dallas,10.992470910335388
221300110133.0,2015-05-07,,2022-12-02,2766,0,48.222,125000.0,768.391679,0.0,Married,1.0,1.0,0.0,Collin,7.572895277207392
221300018525.0,2009-09-20,,2022-12-02,4821,0,105.969,125000.0,626.60121,0.0,Married,1.0,0.0,1.0,Dallas,13.19917864476386
221301324345.0,2018-10-01,,2022-12-02,1523,0,59.639,125000.0,766.771467,1.0,Married,1.0,1.0,1.0,Tarrant,4.16974674880219
221302088305.0,2022-05-05,,2022-12-02,211,0,46.806,250000.0,1105.080244,0.0,Married,1.0,1.0,1.0,Dallas,0.5776865160848734
221301985264.0,2005-09-11,,2022-12-02,6291,0,50.472,80372.176,1138.870124,0.0,Unknown,0.0,1.0,1.0,Dallas,17.22381930184805
221302794585.0,2005-09-11,,2022-12-02,6291,0,52.893,225000.0,692.236632,0.0,Married,1.0,1.0,1.0,Denton,17.22381930184805
221301524443.0,2015-09-08,,2022-12-02,2642,0,90.305,87500.0,1064.207039,0.0,Single,1.0,0.0,1.0,Collin,7.233401779603011
221302207654.0,2017-12-03,,2022-12-02,1825,0,73.473,70000.0,1028.708232,1.0,Married,1.0,0.0,1.0,Dallas,4.996577686516085
221300848643.0,2005-09-11,,2022-12-02,6291,0,50.639,70000.0,739.975318,1.0,Single,0.0,0.0,1.0,Tarrant,17.22381930184805
221301693720.0,2015-03-24,,2022-12-02,2810,0,55.444,80372.176,592.888185,0.0,Unknown,0.0,0.0,0.0,Dallas,7.693360711841205
221300368730.0,2022-08-10,2022-10-13,2022-10-13,64,1,49.139,57500.0,687.786206,0.0,Married,1.0,0.0,1.0,Parker,0.1752224503764544
221302822515.0,2019-10-06,,2022-12-02,1153,0,38.968,87500.0,757.665207,1.0,Married,1.0,1.0,1.0,Collin,3.156741957563313
221300215774.0,2022-09-05,2022-12-01,2022-12-01,87,1,42.138,70000.0,828.871671,0.0,Married,1.0,1.0,1.0,Dallas,0.2381930184804928
221302724349.0,2007-05-28,,2022-12-02,5667,0,56.726,125000.0,898.578095,0.0,Single,1.0,1.0,1.0,Dallas,15.515400410677618
221302793045.0,2010-04-21,,2022-12-02,4608,0,49.473,32500.0,816.22267,0.0,Married,1.0,0.0,0.0,Dallas,12.616016427104723
221300104327.0,2022-01-30,,2022-12-02,306,0,59.89,87500.0,965.60571,0.0,Single,1.0,1.0,1.0,Dallas,0.837782340862423
221302141258.0,2021-07-14,,2022-12-02,506,0,87.22,125000.0,892.624483,1.0,Married,1.0,0.0,1.0,Rockwall,1.3853524982888432
221301840919.0,2009-09-23,,2022-12-02,4818,0,55.444,80372.176,619.274537,0.0,Unknown,0.0,0.0,1.0,Dallas,13.190965092402465
221300457075.0,2005-09-11,,2022-12-02,6291,0,50.968,42500.0,719.582807,1.0,Married,1.0,0.0,0.0,Dallas,17.22381930184805
221302200280.0,2010-02-03,2022-12-01,2022-12-01,4684,1,39.305,125000.0,724.697695,1.0,Single,1.0,0.0,1.0,Rockwall,12.824093086926762
