customer_id,starting_date,suspension_date,observation_end_date,duration_days,event,age,income,annual_premium,has_children,marital_status,home_owner,college_degree,good_credit,county,duration_years,rsf_risk_score,risk_group,observed_premium_value,score_quartile
221303095863.0,2005-09-11,,2022-12-02,6291,0,70.053,87500.0,503.48442,0.0,Single,0.0,1.0,1.0,Tarrant,17.22381930184805,72.79193115234375,Low,8671.92467137577,Q1
221302685594.0,2022-06-13,,2022-12-02,172,0,64.969,87500.0,701.609734,0.0,Single,1.0,0.0,1.0,Kaufman,0.4709103353867214,94.11113739013672,Low,330.39527514852836,Q2
221302980051.0,2011-09-24,,2022-12-02,4087,0,92.559,22500.0,471.101265,1.0,Single,1.0,0.0,1.0,Dallas,11.189596167008895,80.17483520507812,Low,5271.432909117042,Q1
221302730751.0,2022-04-07,,2022-12-02,239,0,83.387,125000.0,1251.48322,1.0,Married,1.0,1.0,1.0,Dallas,0.6543463381245722,63.01863098144531,Low,818.9034622313485,Q1
221302504941.0,2022-08-28,,2022-12-02,96,0,44.307,70000.0,1056.857592,1.0,Single,0.0,0.0,1.0,Tarrant,0.2628336755646817,139.8568572998047,High,277.77776545379874,Q4
221302697698.0,2005-09-11,,2022-12-02,6291,0,54.138,42500.0,730.654176,1.0,Married,1.0,0.0,0.0,Johnson,17.22381930184805,124.38910675048828,Medium,12584.655499564682,Q3
221302976433.0,2016-01-15,,2022-12-02,2513,0,63.806,42500.0,1229.76728,0.0,Married,1.0,1.0,1.0,Dallas,6.880219028062971,90.94014739990234,Low,8461.068239945243,Q1
221301947934.0,2013-01-09,,2022-12-02,3614,0,55.444,125000.0,818.75916,0.0,Married,1.0,0.0,1.0,Tarrant,9.894592744695414,115.15459442138672,Medium,8101.288444188911,Q2
221302909989.0,2005-09-11,,2022-12-02,6291,0,68.14,37500.0,1211.535479,0.0,Married,1.0,0.0,1.0,Parker,17.22381930184805,80.5662841796875,Low,20867.26816807392,Q1
221301275642.0,2009-09-23,,2022-12-02,4818,0,,,768.135688,,Unknown,,,,Tarrant,13.190965092402465,123.37218475341795,Medium,10132.45104663655,Q3
221301594682.0,2022-08-24,,2022-12-02,100,0,45.221,125000.0,1083.137467,1.0,Married,1.0,1.0,1.0,Denton,0.2737850787132101,113.42804718017578,Medium,296.54687665982203,Q2
221302245574.0,2021-03-31,,2022-12-02,611,0,34.639,57500.0,677.059729,0.0,Married,1.0,0.0,1.0,Dallas,1.672826830937714,186.58981323242188,High,1132.6036808186172,Q4
221303141178.0,2021-01-08,,2022-12-02,693,0,36.893,80372.176,792.890834,0.0,Unknown,0.0,1.0,0.0,Dallas,1.897330595482546,184.4502410888672,High,1504.3760382258724,Q4
221302238137.0,2016-10-17,,2022-12-02,2237,0,48.559,125000.0,1051.228836,1.0,Married,1.0,1.0,1.0,Denton,6.12457221081451,106.5874481201172,Medium,6438.326916172485,Q2
221301666175.0,2016-04-28,,2022-12-02,2409,0,55.444,22500.0,1059.608126,0.0,Unknown,0.0,0.0,1.0,Dallas,6.595482546201232,135.26333618164062,High,6988.626900845997,Q4
221302698145.0,2019-12-28,,2022-12-02,1070,0,50.472,27500.0,1000.061395,1.0,Single,1.0,1.0,1.0,Dallas,2.9295003422313486,96.7293701171875,Low,2929.68019890486,Q2
221302090908.0,2013-12-19,,2022-12-02,3270,0,77.64,225000.0,1569.848854,0.0,Married,1.0,0.0,1.0,Tarrant,8.952772073921972,90.50952911376952,Low,14054.498980369612,Q1
221300518844.0,2013-01-17,,2022-12-02,3606,0,46.138,70000.0,992.259292,0.0,Married,1.0,0.0,1.0,Dallas,9.872689938398358,116.0587387084961,Medium,9796.268328410677,Q2
221302917526.0,2005-09-11,,2022-12-02,6291,0,50.387,57500.0,937.131877,1.0,Married,1.0,1.0,1.0,Collin,17.22381930184805,92.34528350830078,Low,16140.990111449693,Q1
221302562646.0,2013-03-22,,2022-12-02,3542,0,56.726,125000.0,1065.04566,1.0,Married,1.0,0.0,1.0,Tarrant,9.697467488021903,130.10366821289062,High,10328.245661108831,Q3
221300327987.0,2012-09-16,,2022-12-02,3729,0,51.97,87500.0,1148.909018,0.0,Married,1.0,1.0,0.0,Tarrant,10.209445585215606,103.93981170654295,Medium,11729.724101634498,Q2
221302717945.0,2006-06-07,,2022-12-02,6022,0,55.444,80372.176,876.633098,0.0,Unknown,0.0,0.0,1.0,Dallas,16.487337440109513,128.19537353515625,High,14453.345697894592,Q3
221301350416.0,2007-06-28,,2022-12-02,5636,0,39.97,17500.0,847.377703,0.0,Single,1.0,0.0,0.0,Dallas,15.430527036276525,139.953857421875,High,13075.484556079398,Q4
221302816675.0,2017-01-27,,2022-12-02,2135,0,41.306,80372.176,938.335287,0.0,Single,0.0,1.0,1.0,Dallas,5.845311430527036,123.08771514892578,Medium,5484.861978767967,Q3
221303151797.0,2016-06-23,,2022-12-02,2353,0,60.893,70000.0,794.913944,1.0,Single,0.0,0.0,1.0,Tarrant,6.442162902121835,103.93843841552734,Medium,5120.965120416154,Q2
221301226260.0,2005-09-11,2022-02-01,2022-02-01,5987,1,68.307,80372.176,1066.805958,0.0,Unknown,0.0,0.0,0.0,Dallas,16.39151266255989,92.36459350585938,Low,17486.56336905133,Q1
221303221925.0,2019-08-16,,2022-12-02,1204,0,55.444,80372.176,1061.430215,0.0,Unknown,0.0,0.0,0.0,Dallas,3.29637234770705,132.67552185058594,High,3498.869209746749,Q3
221302459669.0,2005-09-11,,2022-12-02,6291,0,57.473,62500.0,556.630932,1.0,Married,1.0,0.0,0.0,Johnson,17.22381930184805,113.42515563964844,Medium,9587.310590587269,Q2
221301272163.0,2005-09-11,,2022-12-02,6291,0,44.474,37500.0,879.533705,1.0,Single,1.0,0.0,1.0,Dallas,17.22381930184805,118.2438507080078,Medium,15148.92960480493,Q3
221301886248.0,2010-09-10,,2022-12-02,4466,0,32.307,80372.176,693.339561,0.0,Unknown,1.0,0.0,1.0,Dallas,12.227241615331964,202.93655395507807,High,8477.630333815196,Q4
221301449129.0,2010-07-24,,2022-12-02,4514,0,59.138,57500.0,544.951651,1.0,Married,0.0,0.0,1.0,Dallas,12.358658453114304,93.7076187133789,Low,6734.8713281697455,Q2
221300965821.0,2005-09-11,,2022-12-02,6291,0,,,1053.503598,,Unknown,,,,Dallas,17.22381930184805,117.40638732910156,Medium,18145.35560579877,Q3
221302712548.0,2010-06-11,,2022-12-02,4557,0,34.557,87500.0,700.419353,0.0,Single,1.0,0.0,1.0,Tarrant,12.476386036960983,211.39633178710935,High,8738.702235786446,Q4
221302226479.0,2021-09-10,,2022-12-02,448,0,,,1335.754036,,Unknown,,,,Dallas,1.2265571526351813,120.65764617919922,Medium,1638.3786670171114,Q3
221301399468.0,2010-04-25,2022-05-23,2022-05-23,4411,1,43.138,62500.0,962.751195,1.0,Single,1.0,1.0,0.0,Dallas,12.0766598220397,97.14620208740234,Low,11626.818675277209,Q2
221301987004.0,2005-09-11,,2022-12-02,6291,0,56.559,87500.0,1145.994355,1.0,Married,0.0,0.0,1.0,Dallas,17.22381930184805,97.68102264404295,Low,19738.399691457907,Q2
221301161624.0,2009-09-23,,2022-12-02,4818,0,55.444,80372.176,1161.713685,0.0,Unknown,0.0,0.0,0.0,Dallas,13.190965092402465,133.17929077148438,High,15324.124666201233,Q3
221300635496.0,2010-10-30,,2022-12-02,4416,0,55.444,80372.176,900.972432,0.0,Unknown,0.0,0.0,1.0,Tarrant,12.09034907597536,135.97036743164062,High,10893.071210710472,Q4
221300449084.0,2009-07-27,,2022-12-02,4876,0,35.723,80372.176,1049.108892,0.0,Unknown,1.0,0.0,1.0,Dallas,13.349760438056126,162.38304138183594,High,14005.352381634497,Q4
221301875053.0,2005-09-11,,2022-12-02,6291,0,60.893,52500.0,776.461677,0.0,Married,1.0,0.0,1.0,Ellis,17.22381930184805,70.528076171875,Low,13373.635619457906,Q1
221301781317.0,2022-08-21,,2022-12-02,103,0,31.97,70000.0,856.198739,0.0,Married,1.0,0.0,1.0,Tarrant,0.2819986310746064,264.6806030273437,High,241.4468723258042,Q4
221301230599.0,2006-08-20,,2022-12-02,5948,0,99.387,47500.0,1258.987751,0.0,Single,0.0,0.0,1.0,Denton,16.28473648186174,69.3106689453125,Low,20502.283758926762,Q1
221302022233.0,2010-10-30,2022-08-21,2022-08-21,4313,1,,,1431.982422,,Unknown,,,,Collin,11.808350444900752,124.1902847290039,Medium,16909.350269913757,Q3
221300564114.0,2008-08-17,,2022-12-02,5220,0,55.444,80372.176,821.512248,0.0,Unknown,0.0,0.0,1.0,Dallas,14.291581108829568,128.5345458984375,High,11740.708924188912,Q3
221300688871.0,2005-09-11,,2022-12-02,6291,0,85.473,80372.176,1055.506021,0.0,Unknown,0.0,0.0,1.0,Tarrant,17.22381930184805,82.2320327758789,Low,18179.84497771663,Q1
221302322125.0,2009-09-23,,2022-12-02,4818,0,55.444,80372.176,1003.661153,0.0,Unknown,0.0,0.0,1.0,Dallas,13.190965092402465,127.54432678222656,High,13239.25923382341,Q3
221301517109.0,2005-09-11,2022-04-13,2022-04-13,6058,1,46.724,125000.0,1079.175297,0.0,Single,0.0,1.0,1.0,Tarrant,16.58590006844627,108.97178649902344,Medium,17899.093632377826,Q2
221301722897.0,2018-06-23,,2022-12-02,1623,0,67.305,52500.0,1055.420376,0.0,Married,1.0,0.0,0.0,Dallas,4.4435318275154,86.00595092773438,Low,4689.794032164271,Q1
221300589565.0,2005-09-11,2022-09-26,2022-09-26,6224,1,55.444,80372.176,838.207389,0.0,Unknown,1.0,0.0,0.0,Collin,17.0403832991102,120.5226593017578,Medium,14283.375192706368,Q3
221301874057.0,2006-06-07,,2022-12-02,6022,0,55.444,80372.176,830.502161,0.0,Unknown,0.0,0.0,1.0,Dallas,16.487337440109513,128.5345458984375,High,13692.769373147159,Q3
221301474156.0,2011-02-07,,2022-12-02,4316,0,34.806,22500.0,870.566364,1.0,Married,1.0,1.0,0.0,Tarrant,11.816563997262149,153.33351135253906,High,10287.103154069815,Q4
221301668784.0,2011-03-28,,2022-12-02,4267,0,43.89,87500.0,760.648456,1.0,Married,1.0,0.0,0.0,Tarrant,11.682409308692677,124.69265747070312,Medium,8886.206603017112,Q3
221300802553.0,2011-08-20,,2022-12-02,4122,0,55.556,87500.0,734.215594,1.0,Married,0.0,0.0,1.0,Dallas,11.285420944558522,114.1237564086914,Medium,8285.932042349077,Q2
221300655782.0,2007-07-13,,2022-12-02,5621,0,55.444,32500.0,276.535496,0.0,Single,0.0,0.0,1.0,Tarrant,15.38945927446954,157.27293395996094,High,4255.731753637235,Q4
221300520348.0,2014-02-15,,2022-12-02,3212,0,55.444,80372.176,698.615096,0.0,Unknown,0.0,0.0,0.0,Dallas,8.793976728268309,141.06649780273438,High,6143.60489624093,Q4
221300181377.0,2022-09-13,,2022-12-02,80,0,55.444,80372.176,843.106385,0.0,Unknown,0.0,0.0,0.0,Dallas,0.2190280629705681,139.59889221191406,High,184.66395838466804,Q4
221301910677.0,2015-02-23,,2022-12-02,2839,0,56.808,125000.0,1226.086611,1.0,Married,1.0,1.0,1.0,Dallas,7.772758384668036,82.81973266601562,Low,9530.074985979465,Q1
221303186967.0,2005-09-11,2022-07-25,2022-07-25,6161,1,93.388,37500.0,976.446785,1.0,Married,1.0,1.0,1.0,Tarrant,16.867898699520875,76.98213195800781,Low,16470.60545485284,Q1
221301401162.0,2017-11-19,,2022-12-02,1839,0,32.307,125000.0,870.447226,0.0,Married,1.0,0.0,1.0,Ellis,5.034907597535934,220.9369659423828,High,4382.6213514414785,Q4
221301628377.0,2011-07-02,,2022-12-02,4171,0,43.305,80372.176,875.291952,0.0,Unknown,0.0,0.0,1.0,Collin,11.419575633127996,118.94158172607422,Medium,9995.46264693224,Q3
221300702534.0,2005-09-11,,2022-12-02,6291,0,52.055,87500.0,695.716071,0.0,Married,1.0,0.0,1.0,Dallas,17.22381930184805,114.45549774169922,Medium,11982.887892295688,Q2
221300651878.0,2005-09-11,,2022-12-02,6291,0,64.559,37500.0,1047.617191,0.0,Unknown,0.0,0.0,1.0,Dallas,17.22381930184805,105.00845336914062,Medium,18043.969195293634,Q2
221302032539.0,2015-11-11,,2022-12-02,2578,0,53.221,42500.0,1054.200892,1.0,Married,1.0,1.0,1.0,Tarrant,7.058179329226557,126.01551055908205,Medium,7440.738944766598,Q3
221300501518.0,2005-09-11,,2022-12-02,6291,0,67.138,62500.0,793.267888,0.0,Married,1.0,1.0,1.0,Dallas,17.22381930184805,72.557861328125,Low,13663.102760870635,Q1
221303290061.0,2015-06-29,,2022-12-02,2713,0,67.472,27500.0,1026.15336,0.0,Married,1.0,0.0,0.0,Parker,7.427789185489391,94.615234375,Low,7622.050830061602,Q2
221303243572.0,2005-09-11,2022-10-24,2022-10-24,6252,1,62.138,87500.0,666.927701,0.0,Single,1.0,1.0,1.0,Collin,17.117043121149898,85.00892639160156,Low,11415.830216706365,Q1
221302336187.0,2005-09-11,,2022-12-02,6291,0,57.807,70000.0,942.0486,0.0,Married,0.0,1.0,1.0,Collin,17.22381930184805,77.55593872070312,Low,16225.674859958932,Q1
221301891992.0,2005-09-11,,2022-12-02,6291,0,54.968,52500.0,958.802342,1.0,Married,1.0,1.0,1.0,Tarrant,17.22381930184805,97.79624938964844,Low,16514.238284796713,Q2
221300471487.0,2010-10-30,,2022-12-02,4416,0,55.444,87500.0,869.946724,0.0,Unknown,0.0,0.0,1.0,Collin,12.09034907597536,123.43555450439452,Medium,10517.95957066119,Q3
221301477795.0,2005-09-11,,2022-12-02,6291,0,73.054,125000.0,675.363227,0.0,Married,1.0,0.0,1.0,Collin,17.22381930184805,80.43470764160156,Low,11632.334184960986,Q1
221301099841.0,2005-09-11,,2022-12-02,6291,0,38.724,125000.0,971.71513,1.0,Married,1.0,0.0,1.0,Tarrant,17.22381930184805,154.16700744628906,High,16736.645811991788,Q4
221301575944.0,2014-01-25,,2022-12-02,3233,0,43.22,162500.0,888.417114,1.0,Single,0.0,0.0,1.0,Dallas,8.851471594798083,142.13900756835938,High,7863.79884890349,Q4
221300223806.0,2016-01-02,2022-07-11,2022-07-11,2382,1,64.055,62500.0,1084.257384,0.0,Single,1.0,0.0,1.0,Kaufman,6.521560574948666,83.04507446289062,Low,7071.050208591376,Q1
221303005500.0,2005-09-11,,2022-12-02,6291,0,65.64,52500.0,867.388744,0.0,Single,1.0,0.0,1.0,Denton,17.22381930184805,87.60005187988281,Low,14939.746991112936,Q1
221301879541.0,2016-07-13,,2022-12-02,2333,0,33.892,80372.176,1273.802707,0.0,Single,0.0,0.0,0.0,Tarrant,6.3874058863791925,240.3029937744141,High,8136.2949087775505,Q4
221301781264.0,2005-10-26,,2022-12-02,6246,0,52.14,250000.0,881.422257,1.0,Married,1.0,1.0,1.0,Denton,17.100616016427104,101.1959457397461,Medium,15072.863565289526,Q2
221300521611.0,2012-11-08,,2022-12-02,3676,0,36.222,70000.0,1177.627972,1.0,Single,0.0,0.0,1.0,Dallas,10.064339493497604,223.6405029296875,High,11852.047707247091,Q4
221302875555.0,2005-09-11,,2022-12-02,6291,0,86.305,62500.0,1577.5656,0.0,Married,1.0,1.0,1.0,Dallas,17.22381930184805,67.94824981689453,Low,27171.704831211497,Q1
221303252102.0,2011-04-09,,2022-12-02,4255,0,51.22,80372.176,776.994592,0.0,Single,1.0,1.0,1.0,Dallas,11.649555099247092,85.6668472290039,Low,9051.641311321013,Q1
221301449998.0,2020-09-09,,2022-12-02,814,0,40.222,32500.0,1186.864278,0.0,Single,0.0,0.0,0.0,Tarrant,2.2286105407255303,183.2873077392578,High,2645.058240361396,Q4
221301728645.0,2010-10-30,,2022-12-02,4416,0,,,1004.747163,,Unknown,,,,Dallas,12.09034907597536,117.40638732910156,Medium,12147.743933765914,Q3
221303136502.0,2015-01-29,,2022-12-02,2864,0,57.139,52500.0,697.148426,0.0,Single,1.0,1.0,1.0,Tarrant,7.841204654346338,89.30960845947266,Low,5466.483482721424,Q1
221301713896.0,2018-01-05,,2022-12-02,1792,0,50.639,87500.0,1056.206968,1.0,Married,1.0,1.0,0.0,Tarrant,4.906228610540725,111.28042602539062,Medium,5181.992845054072,Q2
221303125852.0,2012-04-26,,2022-12-02,3872,0,88.641,70000.0,1068.020988,0.0,Married,1.0,0.0,1.0,Denton,10.600958247775496,74.62410736083984,Low,11322.045901535934,Q1
221302833940.0,2005-09-11,,2022-12-02,6291,0,81.306,87500.0,548.758151,1.0,Married,1.0,1.0,1.0,Tarrant,17.22381930184805,90.56916046142578,Low,9451.711233240247,Q1
221302580279.0,2019-01-01,2022-04-09,2022-04-09,1194,1,44.055,62500.0,749.74855,1.0,Married,1.0,1.0,0.0,Denton,3.268993839835729,110.80628204345705,Medium,2450.9233913757703,Q2
221302097884.0,2012-07-09,,2022-12-02,3798,0,38.724,87500.0,1317.374652,0.0,Married,1.0,1.0,1.0,Collin,10.39835728952772,228.78892517089844,High,13698.532315663242,Q4
221300981131.0,2020-12-09,,2022-12-02,723,0,55.444,37500.0,877.688351,0.0,Unknown,0.0,0.0,1.0,Tarrant,1.9794661190965093,139.6496124267578,High,1737.3543539301847,Q4
221303263173.0,2014-09-08,,2022-12-02,3007,0,36.222,125000.0,742.732978,0.0,Single,1.0,1.0,1.0,Dallas,8.232717316906228,127.1317901611328,Medium,6114.710649817933,Q3
221301352180.0,2018-10-30,,2022-12-02,1494,0,63.387,250000.0,695.185181,1.0,Married,1.0,0.0,1.0,Denton,4.090349075975359,95.87225341796876,Low,2843.5500627351125,Q2
221300002349.0,2013-08-14,2022-09-28,2022-09-28,3332,1,55.138,62500.0,900.204467,1.0,Married,1.0,0.0,1.0,Dallas,9.122518822724162,114.2387237548828,Medium,8212.132194507873,Q2
221303187130.0,2022-09-13,,2022-12-02,80,0,55.444,80372.176,314.57914,0.0,Unknown,0.0,0.0,1.0,Tarrant,0.2190280629705681,156.91091918945312,High,68.90165968514715,Q4
221302278560.0,2005-09-11,,2022-12-02,6291,0,53.473,80372.176,541.244356,0.0,Unknown,0.0,0.0,1.0,Dallas,17.22381930184805,141.49896240234375,High,9322.294985889117,Q4
221302443173.0,2011-01-31,,2022-12-02,4323,0,57.388,87500.0,897.107767,1.0,Married,1.0,1.0,1.0,Parker,11.835728952772074,85.0087661743164,Low,10617.924371638603,Q1
221301177062.0,2011-08-15,,2022-12-02,4127,0,50.22,52500.0,762.876677,1.0,Married,1.0,1.0,1.0,Collin,11.299110198494182,94.7809600830078,Low,8619.827641284051,Q2
221302549550.0,2005-09-11,,2022-12-02,6291,0,60.726,57500.0,934.265814,0.0,Married,1.0,0.0,1.0,Collin,17.22381930184805,89.68858337402344,Low,16091.625560229979,Q1
221302227950.0,2005-09-11,,2022-12-02,6291,0,46.387,125000.0,927.586864,1.0,Married,1.0,1.0,1.0,Dallas,17.22381930184805,95.02849578857422,Low,15976.588532303902,Q2
221301978159.0,2017-10-20,,2022-12-02,1869,0,52.055,70000.0,991.100592,1.0,Single,1.0,1.0,1.0,Dallas,5.117043121149897,85.38379669189453,Low,5071.50446666119,Q1
221303229461.0,2007-07-13,,2022-12-02,5621,0,,,573.602898,,Unknown,,,,Tarrant,15.38945927446954,127.14501953125,Medium,8827.438438488705,Q3
221303220093.0,2010-03-31,,2022-12-02,4629,0,68.641,87500.0,1159.531472,1.0,Married,1.0,1.0,1.0,Denton,12.673511293634498,64.61199951171875,Low,14695.335205716632,Q1
221301472312.0,2012-03-04,,2022-12-02,3925,0,41.807,70000.0,961.391108,1.0,Married,0.0,0.0,1.0,Tarrant,10.746064339493495,144.09518432617188,High,10331.17070198494,Q4
221301798037.0,2005-09-11,,2022-12-02,6291,0,62.22,22500.0,476.029853,0.0,Single,0.0,0.0,1.0,Dallas,17.22381930184805,86.53850555419922,Low,8199.05217035729,Q1
221300663116.0,2013-03-19,,2022-12-02,3545,0,66.472,32500.0,499.301169,1.0,Married,0.0,0.0,0.0,Dallas,9.7056810403833,123.05329895019533,Medium,4846.057889404518,Q3
221302718220.0,2019-02-15,,2022-12-02,1386,0,43.22,225000.0,1128.040991,1.0,Married,1.0,1.0,1.0,Dallas,3.794661190965092,137.187255859375,High,4280.533370365502,Q4
221301917448.0,2005-09-11,,2022-12-02,6291,0,58.138,12500.0,897.597883,1.0,Single,0.0,1.0,0.0,Tarrant,17.22381930184805,109.6810302734375,Medium,15460.063742513348,Q2
221303268855.0,2016-04-28,,2022-12-02,2409,0,55.444,70000.0,1052.439015,0.0,Unknown,0.0,0.0,1.0,Collin,6.595482546201232,129.76937866210938,High,6941.343154373716,Q3
221300340295.0,2020-09-20,,2022-12-02,803,0,55.444,80372.176,1041.898905,0.0,Unknown,0.0,0.0,1.0,Tarrant,2.198494182067077,133.40814208984375,High,2290.6086809445583,Q3
221303281655.0,2013-06-20,,2022-12-02,3452,0,41.558,5000.0,773.303078,1.0,Married,0.0,0.0,0.0,Unknown,9.451060917180014,238.8182373046875,High,7308.534497620808,Q4
221300460708.0,2012-03-13,,2022-12-02,3916,0,71.556,70000.0,892.836287,0.0,Single,1.0,1.0,1.0,Dallas,10.72142368240931,63.03010177612305,Low,9572.476111956195,Q1
221301132062.0,2009-09-09,,2022-12-02,4832,0,44.389,80372.176,894.870524,1.0,Single,0.0,1.0,1.0,Dallas,13.229295003422314,136.84414672851562,High,11838.506151863108,Q4
221300248802.0,2011-08-11,2022-07-11,2022-07-11,3987,1,55.639,87500.0,871.538929,1.0,Married,1.0,0.0,1.0,Tarrant,10.915811088295689,125.65713500976562,Medium,9513.55430505955,Q3
221302168901.0,2020-09-18,,2022-12-02,805,0,39.97,47500.0,1200.611408,1.0,Married,1.0,0.0,1.0,Tarrant,2.2039698836413417,151.47071838378906,High,2646.1113851882274,Q4
221302945593.0,2018-07-10,,2022-12-02,1606,0,55.444,125000.0,813.547461,0.0,Unknown,0.0,0.0,1.0,Johnson,4.396988364134154,112.45745086669922,Medium,3577.1587196878845,Q2
221300663089.0,2005-09-11,,2022-12-02,6291,0,43.138,57500.0,983.567326,1.0,Single,1.0,0.0,1.0,Dallas,17.22381930184805,114.8884048461914,Medium,16940.78589422587,Q2
221301465296.0,2005-09-11,,2022-12-02,6291,0,,,1145.457738,,Unknown,,,,Dallas,17.22381930184805,118.20006561279295,Medium,19729.157097215608,Q3
221300462529.0,2008-02-24,,2022-12-02,5395,0,60.14,57500.0,949.038219,1.0,Single,1.0,0.0,1.0,Dallas,14.770704996577686,86.06977844238281,Low,14017.96356332649,Q1
221303090710.0,2019-08-16,,2022-12-02,1204,0,55.444,80372.176,959.233573,0.0,Unknown,1.0,0.0,1.0,Dallas,3.29637234770705,116.46489715576172,Medium,3161.991025029432,Q2
221301606596.0,2007-07-13,,2022-12-02,5621,0,55.444,62500.0,798.694892,0.0,Married,1.0,0.0,1.0,Ellis,15.38945927446954,105.7100601196289,Medium,12291.482513160849,Q2
221300928673.0,2017-05-24,,2022-12-02,2018,0,45.558,62500.0,1330.388689,0.0,Married,1.0,0.0,1.0,Denton,5.5249828884325805,121.96891021728516,Medium,7350.374741689255,Q3
221302147102.0,2016-02-23,,2022-12-02,2474,0,51.806,87500.0,1357.167268,1.0,Single,1.0,0.0,1.0,Dallas,6.7734428473648185,113.27863311767578,Medium,9192.694924112251,Q2
221302218514.0,2011-08-19,,2022-12-02,4123,0,74.387,250000.0,970.24871,0.0,Married,1.0,0.0,1.0,Dallas,11.288158795345652,67.73558044433594,Low,10952.321509459272,Q1
221301546128.0,2014-07-21,,2022-12-02,3056,0,73.725,87500.0,349.124419,0.0,Married,1.0,0.0,1.0,Collin,8.366872005475702,84.27565002441406,Low,2921.079327759069,Q1
221300352597.0,2019-08-13,,2022-12-02,1207,0,,,700.833798,,Unknown,,,,Denton,3.3045859000684463,132.74163818359375,High,2315.965487162218,Q3
221302071350.0,2014-08-18,,2022-12-02,3028,0,59.387,187500.0,912.856721,0.0,Married,1.0,1.0,1.0,Collin,8.290212183436003,78.08314514160156,Low,7567.77591016564,Q1
221301957791.0,2022-07-04,,2022-12-02,151,0,59.305,42500.0,955.155698,0.0,Single,1.0,0.0,1.0,Tarrant,0.4134154688569473,98.21939086914062,Low,394.87614072005476,Q2
221301165782.0,2016-04-28,,2022-12-02,2409,0,55.444,47500.0,526.213906,0.0,Single,1.0,0.0,1.0,Dallas,6.595482546201232,117.80134582519533,Medium,3470.6346325913755,Q3
221302839194.0,2015-01-03,,2022-12-02,2890,0,32.307,80372.176,786.545551,0.0,Unknown,0.0,0.0,1.0,Kaufman,7.912388774811773,176.9778594970703,High,6223.454188610542,Q4
221302044404.0,2022-08-08,,2022-12-02,116,0,49.558,125000.0,868.473082,1.0,Married,1.0,1.0,1.0,Collin,0.3175906913073237,96.45724487304688,Low,275.818966494182,Q2
221301801377.0,2005-09-11,,2022-12-02,6291,0,64.389,47500.0,1030.805799,0.0,Married,1.0,0.0,1.0,Tarrant,17.22381930184805,95.23182678222656,Low,17754.4128172731,Q2
221300005900.0,2005-09-11,,2022-12-02,6291,0,62.305,80372.176,924.245958,0.0,Unknown,0.0,0.0,0.0,Dallas,17.22381930184805,87.55912780761719,Low,15919.045371055441,Q1
