test_row_id,risk_score,risk_group
232,123.59263610839844,Medium
233,93.36974334716797,Low
234,123.59724426269531,Medium
235,152.02813720703125,High
236,99.82447814941406,Low
237,83.1221694946289,Low
238,73.93053436279297,Low
239,115.24554443359375,Medium
240,56.953372955322266,Low
241,134.47206115722656,High
242,140.84214782714844,High
243,131.47903442382812,High
244,64.42819213867188,Low
245,140.80560302734375,High
246,142.84764099121094,High
247,122.90545654296875,Medium
248,133.9895782470703,High
249,81.29338836669922,Low
250,158.24679565429688,High
251,100.2252197265625,Low
252,90.16548156738281,Low
253,96.68274688720703,Low
254,129.6181182861328,High
255,83.77860260009766,Low
256,182.33511352539062,High
257,134.01742553710938,High
258,110.51048278808594,Medium
259,72.09917449951172,Low
260,144.80967712402344,High
261,122.19033813476562,Medium
262,69.04659271240234,Low
263,92.82019805908203,Low
264,64.25116729736328,Low
265,127.54432678222656,High
266,87.11627197265625,Low
267,125.86933898925781,Medium
268,149.01193237304688,High
269,121.65361785888672,Medium
270,77.2302474975586,Low
271,225.95977783203125,High
272,89.23868560791016,Low
273,123.0811538696289,Medium
274,132.92323303222656,High
275,111.60272216796875,Medium
276,92.63812255859375,Low
277,108.20855712890625,Medium
278,188.52566528320312,High
279,117.02227020263672,Medium
280,167.17507934570312,High
281,118.1796875,Medium
282,85.36365509033203,Low
283,112.30987548828125,Medium
284,108.65789031982422,Medium
285,142.00135803222656,High
286,95.86002349853516,Low
287,180.33155822753906,High
288,122.30564880371094,Medium
289,119.82704162597656,Medium
290,126.4325180053711,Medium
291,123.90325164794922,Medium
292,116.72639465332031,Medium
293,86.37101745605469,Low
294,111.55472564697266,Medium
295,95.35846710205078,Low
296,95.95105743408203,Low
297,142.0485076904297,High
298,88.14999389648438,Low
299,120.9719009399414,Medium
300,71.35005187988281,Low
301,133.7513427734375,High
302,83.25186157226562,Low
303,85.24325561523438,Low
304,80.74832153320312,Low
305,110.45911407470703,Medium
306,210.50587463378906,High
307,84.21632385253906,Low
308,132.29843139648438,High
309,111.18054962158203,Medium
310,93.70603942871094,Low
311,125.05677032470703,Medium
312,156.2867889404297,High
313,113.49730682373047,Medium
314,70.52033996582031,Low
315,122.2627944946289,Medium
316,137.58421325683594,High
317,100.37371063232422,Low
318,148.21014404296875,High
319,136.0414581298828,High
320,110.86602020263672,Medium
321,92.78276062011719,Low
322,128.26670837402344,High
323,148.4013671875,High
324,137.4150390625,High
325,101.62163543701172,Medium
326,109.22917938232422,Medium
327,100.70761108398438,Medium
328,110.18675231933594,Medium
329,293.3790283203125,High
330,74.44501495361328,Low
331,328.7259826660156,High
332,92.7926254272461,Low
333,128.87615966796875,High
334,89.20214080810547,Low
335,92.75719451904297,Low
336,120.39007568359375,Medium
337,89.0577163696289,Low
338,129.7128448486328,High
339,113.19075012207031,Medium
340,156.5608673095703,High
341,124.62394714355469,Medium
342,96.33329010009766,Low
343,120.95738983154297,Medium
344,82.60794067382812,Low
345,135.1573028564453,High
346,58.31435775756836,Low
347,133.40814208984375,High
348,81.71770477294922,Low
349,112.96504974365234,Medium
350,145.12318420410156,High
351,129.16049194335938,High
352,134.04324340820312,High
353,140.25633239746094,High
354,84.11668395996094,Low
355,116.85612487792969,Medium
356,78.92512512207031,Low
357,114.81536102294922,Medium
358,135.99375915527344,High
359,74.99246978759766,Low
360,98.56375885009766,Low
361,122.21551513671875,Medium
362,88.43126678466797,Low
363,129.4561767578125,High
364,74.56653594970703,Low
365,103.10196685791016,Medium
366,143.29013061523438,High
367,158.21168518066406,High
368,134.15115356445312,High
369,96.0019760131836,Low
370,150.2224884033203,High
371,132.2689666748047,High
372,81.08837890625,Low
373,169.56101989746094,High
374,119.34676361083984,Medium
375,120.66056823730469,Medium
376,104.96395874023438,Medium
377,116.50817108154297,Medium
378,178.45217895507812,High
379,89.2553482055664,Low
380,82.99260711669922,Low
381,177.55136108398438,High
382,165.85635375976562,High
383,113.66195678710938,Medium
384,135.26573181152344,High
385,92.87196350097656,Low
386,153.77325439453125,High
387,128.13479614257812,High
388,94.08501434326172,Low
389,139.94845581054688,High
390,98.81127166748047,Low
391,88.0351791381836,Low
392,113.42061614990234,Medium
393,86.47827911376953,Low
394,121.41169738769531,Medium
395,177.08775329589844,High
396,128.84413146972656,High
397,271.7996826171875,High
398,91.9608383178711,Low
399,93.4974594116211,Low
400,101.3511734008789,Medium
401,110.42936706542969,Medium
402,99.47685241699219,Low
403,191.5033721923828,High
404,117.40638732910156,Medium
405,74.19136047363281,Low
406,82.82333374023438,Low
407,80.28092956542969,Low
408,59.32340621948242,Low
409,106.00386810302734,Medium
410,112.81571960449219,Medium
411,96.55056762695312,Low
412,123.7579574584961,Medium
413,123.43370819091797,Medium
414,108.57988739013672,Medium
415,102.99171447753906,Medium
416,110.49019622802734,Medium
417,115.68916320800781,Medium
418,79.01714324951172,Low
419,82.4898681640625,Low
420,86.77235412597656,Low
421,103.39985656738281,Medium
422,114.40819549560547,Medium
423,104.9292221069336,Medium
424,191.4523162841797,High
425,76.0407943725586,Low
426,130.0567169189453,High
427,86.84880065917969,Low
428,148.70828247070312,High
429,143.6813507080078,High
430,81.43389892578125,Low
431,127.39215850830078,High
432,132.14344787597656,High
433,123.69171142578125,Medium
434,114.19019317626953,Medium
435,121.91654205322266,Medium
436,137.88160705566406,High
437,149.49209594726562,High
438,155.28082275390625,High
439,100.8307876586914,Medium
440,121.2646255493164,Medium
441,250.88037109375,High
442,148.4013671875,High
443,129.7927703857422,High
444,64.16059112548828,Low
445,95.09255981445312,Low
446,110.82819366455078,Medium
447,109.11470031738281,Medium
448,86.71135711669922,Low
449,160.14918518066406,High
450,94.59251403808594,Low
451,114.4967041015625,Medium
452,176.03225708007812,High
453,84.08458709716797,Low
454,78.90071868896484,Low
455,135.97036743164062,High
456,86.9118881225586,Low
457,115.89398956298828,Medium
458,111.16149139404297,Medium
459,116.46489715576172,Medium
460,130.33692932128906,High
461,96.58168029785156,Low
462,185.8502197265625,High
463,90.46271514892578,Low
464,71.12557220458984,Low
465,121.57318878173828,Medium
466,80.53473663330078,Low
467,94.42537689208984,Low
468,177.0919647216797,High
469,160.67333984375,High
470,221.22438049316406,High
471,72.72132873535156,Low
472,90.3845443725586,Low
473,126.22819519042969,Medium
474,120.71797943115234,Medium
475,118.26966857910156,Medium
476,71.61151885986328,Low
477,69.03709411621094,Low
478,72.7971420288086,Low
479,142.9434814453125,High
480,117.7527847290039,Medium
481,116.55443572998047,Medium
482,124.58818817138672,Medium
483,114.3008041381836,Medium
484,122.05070495605469,Medium
485,191.89630126953125,High
486,98.80878448486328,Low
487,67.90135955810547,Low
488,98.85086059570312,Low
489,84.872314453125,Low
490,142.47291564941406,High
491,189.75132751464844,High
492,122.23118591308594,Medium
493,70.93717956542969,Low
494,91.52044677734375,Low
495,142.90005493164062,High
496,111.58422088623047,Medium
497,145.31723022460938,High
498,131.66159057617188,High
499,118.70694732666016,Medium
500,137.22525024414062,High
501,63.021331787109375,Low
502,116.48027038574219,Medium
503,126.51197814941406,Medium
504,116.39949035644531,Medium
505,164.81192016601562,High
506,93.1182861328125,Low
507,97.4507827758789,Low
508,73.53004455566406,Low
509,61.905948638916016,Low
510,173.5971221923828,High
511,98.40234375,Low
512,109.60186767578125,Medium
513,151.64541625976562,High
514,90.5058822631836,Low
515,87.8194808959961,Low
516,103.32661437988281,Medium
517,128.7008056640625,High
518,126.4880142211914,Medium
519,77.76260375976562,Low
520,131.52114868164062,High
521,93.880615234375,Low
522,109.13545989990234,Medium
523,103.68950653076172,Medium
524,101.51790618896484,Medium
525,121.29717254638672,Medium
526,89.5798568725586,Low
527,54.97736358642578,Low
528,119.4902572631836,Medium
529,238.2865447998047,High
530,145.6608123779297,High
531,158.76364135742188,High
532,121.0986328125,Medium
533,118.24405670166016,Medium
534,98.17598724365234,Low
535,160.23951721191406,High
536,99.17568969726562,Low
537,87.80545806884766,Low
538,135.55462646484375,High
539,118.71429443359375,Medium
540,96.08417510986328,Low
541,114.8134765625,Medium
542,144.24366760253906,High
543,101.12189483642578,Medium
544,101.80088806152344,Medium
545,132.11097717285156,High
546,120.07630157470703,Medium
547,67.61309051513672,Low
548,95.69544982910156,Low
549,74.82594299316406,Low
550,119.82109069824219,Medium
551,91.87340545654297,Low
552,70.73165893554688,Low
553,76.7787857055664,Low
554,111.11488342285156,Medium
555,137.42283630371094,High
556,107.64378356933594,Medium
557,93.75426483154297,Low
558,201.2061767578125,High
559,133.874267578125,High
560,186.44786071777344,High
561,117.40638732910156,Medium
562,106.00520324707031,Medium
563,117.40638732910156,Medium
564,120.87149047851562,Medium
565,84.25321197509766,Low
566,153.2462615966797,High
567,122.7453384399414,Medium
568,100.67562866210938,Medium
569,99.95333862304688,Low
570,137.245361328125,High
571,206.3042755126953,High
572,133.21388244628906,High
573,76.55428314208984,Low
574,77.81119537353516,Low
575,82.93275451660156,Low
576,205.7519989013672,High
577,211.62661743164062,High
578,98.30327606201172,Low
579,130.8571014404297,High
580,264.0057373046875,High
581,128.63182067871094,High
582,133.21388244628906,High
583,79.99751281738281,Low
584,221.57302856445312,High
585,78.45374298095703,Low
586,69.10029602050781,Low
587,156.67893981933594,High
588,86.66397094726562,Low
589,108.2741470336914,Medium
590,128.19537353515625,High
591,101.53054809570312,Medium
592,219.91012573242188,High
593,144.12181091308594,High
594,175.2856903076172,High
595,53.46721649169922,Low
596,66.70934295654297,Low
597,129.68344116210938,High
598,119.09501647949219,Medium
599,122.43407440185547,Medium
600,142.94955444335938,High
601,147.81800842285156,High
602,118.92778778076172,Medium
603,66.56973266601562,Low
604,98.697998046875,Low
605,126.34013366699219,Medium
606,94.12577056884766,Low
607,85.86830139160156,Low
608,122.35245513916016,Medium
609,101.86357879638672,Medium
610,106.33697509765625,Medium
611,135.01461791992188,High
612,85.88159942626953,Low
613,91.51411437988281,Low
614,105.56327056884766,Medium
615,124.01520538330078,Medium
616,169.3723602294922,High
617,79.13824462890625,Low
618,87.20571899414062,Low
619,142.15354919433594,High
620,240.52862548828125,High
621,109.59562683105469,Medium
622,72.89193725585938,Low
623,114.35548400878906,Medium
624,94.03668212890625,Low
625,228.75274658203125,High
626,129.70382690429688,High
627,141.80764770507812,High
628,96.0967025756836,Low
629,139.82044982910156,High
630,91.52590942382812,Low
631,113.3951416015625,Medium
632,119.47782897949219,Medium
633,80.00505828857422,Low
634,125.5040512084961,Medium
635,86.18704986572266,Low
636,152.18878173828125,High
637,132.1751251220703,High
638,127.51973724365234,High
639,109.49151611328125,Medium
640,68.1318588256836,Low
641,100.11720275878906,Low
642,103.50466918945312,Medium
643,160.1076202392578,High
644,86.1373519897461,Low
645,105.80840301513672,Medium
646,102.85308074951172,Medium
647,151.7499237060547,High
648,80.31475830078125,Low
649,155.94393920898438,High
650,65.66297149658203,Low
651,117.65632629394531,Medium
652,123.04360961914062,Medium
653,114.84053802490234,Medium
654,112.2754135131836,Medium
655,118.93820190429688,Medium
656,62.42836380004883,Low
657,100.61253356933594,Medium
658,123.90325164794922,Medium
659,106.4035415649414,Medium
660,139.4829559326172,High
661,112.96504974365234,Medium
662,115.8120346069336,Medium
663,83.3357925415039,Low
664,161.75521850585938,High
665,78.17745971679688,Low
666,117.89096069335938,Medium
667,105.3215103149414,Medium
668,78.12293243408203,Low
669,136.05763244628906,High
670,113.84611511230469,Medium
671,253.95248413085938,High
672,114.2109375,Medium
673,142.7458953857422,High
674,126.22819519042969,Medium
675,231.47593688964844,High
676,116.62313079833984,Medium
677,129.0068359375,High
678,88.34427642822266,Low
679,64.88262939453125,Low
680,155.87625122070312,High
681,140.0145721435547,High
682,107.57966613769531,Medium
683,227.79522705078125,High
684,96.80789184570312,Low
685,88.23735046386719,Low
686,104.14976501464844,Medium
687,134.16172790527344,High
688,94.61956787109375,Low
689,128.7720947265625,High
690,137.54551696777344,High
691,180.58314514160156,High
692,128.63182067871094,High
693,82.46873474121094,Low
694,112.96504974365234,Medium
695,121.88056182861328,Medium
696,109.15325927734375,Medium
697,92.4352035522461,Low
698,132.91632080078125,High
699,131.68399047851562,High
700,81.37859344482422,Low
701,89.97843933105469,Low
702,128.84376525878906,High
703,188.6996612548828,High
704,158.3213653564453,High
705,81.97116088867188,Low
706,168.26243591308594,High
707,94.65727996826172,Low
708,88.43340301513672,Low
709,104.42301177978516,Medium
710,137.27227783203125,High
711,86.73922729492188,Low
712,158.90310668945312,High
713,299.5596008300781,High
714,95.57449340820312,Low
715,116.46489715576172,Medium
716,79.34680938720703,Low
717,105.56773376464844,Medium
718,123.1095199584961,Medium
719,120.9984359741211,Medium
720,149.4210662841797,High
721,101.63423919677734,Medium
722,94.47476196289062,Low
723,158.78721618652344,High
724,99.81153106689453,Low
725,126.29751586914062,Medium
726,113.70673370361328,Medium
727,134.9954071044922,High
728,132.84230041503906,High
729,85.46784973144531,Low
730,93.18492126464844,Low
731,74.67755889892578,Low
732,106.68069458007812,Medium
733,124.95823669433594,Medium
734,125.64643859863281,Medium
735,93.40595245361328,Low
736,87.40617370605469,Low
737,136.61819458007812,High
738,72.27132415771484,Low
739,103.60993957519531,Medium
740,147.5436553955078,High
741,117.48916625976562,Medium
742,118.62586212158203,Medium
743,114.69778442382812,Medium
744,91.88116455078125,Low
745,112.1430435180664,Medium
746,239.32061767578125,High
747,118.67061614990234,Medium
748,82.05590057373047,Low
749,108.88135528564453,Medium
750,100.07959747314453,Low
751,113.5719223022461,Medium
752,136.26266479492188,High
753,80.60253143310547,Low
754,201.83238220214844,High
755,130.3810577392578,High
756,144.84848022460938,High
757,92.247802734375,Low
758,131.50868225097656,High
759,127.95867156982422,High
760,136.97691345214844,High
761,74.65336608886719,Low
762,73.64904022216797,Low
763,136.2002410888672,High
764,193.3950958251953,High
765,120.36552429199219,Medium
766,138.58106994628906,High
767,60.92660140991211,Low
768,125.02473449707031,Medium
769,105.22025299072266,Medium
770,82.1444320678711,Low
771,165.15170288085938,High
772,73.65543365478516,Low
773,63.506832122802734,Low
774,242.16412353515625,High
775,223.9811248779297,High
776,108.52019500732422,Medium
777,61.99872589111328,Low
778,76.5833969116211,Low
779,111.30085754394531,Medium
780,81.91702270507812,Low
781,84.50028991699219,Low
782,107.89137268066406,Medium
783,77.67867279052734,Low
784,112.10545349121094,Medium
785,102.65833282470703,Medium
786,95.96977233886719,Low
787,79.08600616455078,Low
788,74.51777648925781,Low
789,155.69471740722656,High
790,291.2342834472656,High
791,123.55207061767578,Medium
792,106.05581665039062,Medium
793,80.77556610107422,Low
794,109.81025695800781,Medium
795,77.2090072631836,Low
796,128.1300048828125,High
797,128.0569305419922,High
798,190.54783630371094,High
799,234.88583374023438,High
800,96.35929870605469,Low
801,123.13314056396484,Medium
802,122.836669921875,Medium
803,122.56083679199219,Medium
804,118.23190307617188,Medium
805,125.6478042602539,Medium
806,146.71495056152344,High
807,123.2439193725586,Medium
808,117.40233612060547,Medium
809,79.15743255615234,Low
810,101.15852355957031,Medium
811,76.49263000488281,Low
812,130.10653686523438,High
813,123.70535278320312,Medium
814,180.9239044189453,High
815,111.534423828125,Medium
816,88.35547637939453,Low
817,268.2128601074219,High
818,141.43084716796875,High
819,112.31336975097656,Medium
820,109.28919219970703,Medium
821,96.64667510986328,Low
822,133.1814727783203,High
823,162.3132781982422,High
824,101.71073913574219,Medium
825,107.8920669555664,Medium
826,133.40814208984375,High
827,79.57157897949219,Low
828,100.11605834960938,Low
829,133.9895782470703,High
830,74.63160705566406,Low
831,150.1794891357422,High
832,206.9962615966797,High
833,85.8431396484375,Low
834,100.37873077392578,Low
835,225.20755004882812,High
836,130.7349853515625,High
837,122.5797119140625,Medium
838,154.02760314941406,High
839,193.6420440673828,High
840,108.92870330810547,Medium
841,91.98094177246094,Low
842,188.34588623046875,High
843,74.93633270263672,Low
844,129.2714385986328,High
845,141.3238067626953,High
846,67.05961608886719,Low
847,54.66183090209961,Low
848,115.8375244140625,Medium
849,94.07367706298828,Low
850,130.0919189453125,High
851,122.40564727783203,Medium
852,139.4829559326172,High
853,92.50778198242188,Low
854,128.93035888671875,High
855,80.32891845703125,Low
856,82.96459197998047,Low
857,165.47210693359375,High
858,48.71321105957031,Low
859,89.0590591430664,Low
860,115.61840057373047,Medium
861,64.80923461914062,Low
862,117.36186218261719,Medium
863,117.44898223876953,Medium
864,102.10916137695312,Medium
865,86.23016357421875,Low
866,126.34013366699219,Medium
867,94.26280975341797,Low
868,130.25070190429688,High
869,57.190948486328125,Low
870,127.44461822509766,High
871,124.83467102050781,Medium
872,136.2202606201172,High
873,69.0219955444336,Low
874,102.58694458007812,Medium
875,88.53121948242188,Low
876,89.46206665039062,Low
877,108.6911849975586,Medium
878,145.69815063476562,High
879,152.15235900878906,High
880,149.33346557617188,High
881,120.83856964111328,Medium
882,199.0371551513672,High
883,97.02655029296875,Low
884,108.0599594116211,Medium
885,130.56988525390625,High
886,262.45574951171875,High
887,70.80154418945312,Low
888,81.9088363647461,Low
889,105.12226867675781,Medium
890,228.96327209472656,High
891,94.66407775878906,Low
892,132.80467224121094,High
893,101.42474365234375,Medium
894,103.74342346191406,Medium
895,92.57818603515625,Low
896,99.13011169433594,Low
897,134.15115356445312,High
898,117.68177795410156,Medium
899,92.99320983886719,Low
900,117.40638732910156,Medium
901,95.21173095703125,Low
902,88.9058609008789,Low
903,97.3287124633789,Low
904,125.11491394042969,Medium
905,98.14134216308594,Low
906,100.45053100585938,Low
907,104.8669662475586,Medium
908,123.90325164794922,Medium
909,136.48655700683594,High
910,92.59445190429688,Low
911,121.895263671875,Medium
912,84.0584487915039,Low
913,114.72872924804688,Medium
914,74.35272979736328,Low
915,76.04293823242188,Low
916,128.20896911621094,High
917,87.375,Low
918,114.60863494873047,Medium
919,99.80332946777344,Low
920,132.98309326171875,High
921,79.18697357177734,Low
922,252.3780517578125,High
923,170.20831298828125,High
924,118.37799072265625,Medium
925,124.220947265625,Medium
926,95.59056854248047,Low
927,158.099853515625,High
928,135.97036743164062,High
929,82.45787811279297,Low
930,117.33393859863281,Medium
931,141.42503356933594,High
932,89.057861328125,Low
933,114.66241455078125,Medium
934,105.31436920166016,Medium
935,116.84124755859375,Medium
936,107.23152923583984,Medium
937,110.34226989746094,Medium
938,146.01806640625,High
939,77.73784637451172,Low
940,129.9842529296875,High
941,75.02400970458984,Low
942,141.92825317382812,High
943,136.61819458007812,High
944,110.847412109375,Medium
945,118.4393539428711,Medium
946,267.1939697265625,High
947,80.41572570800781,Low
948,153.54867553710938,High
949,115.28282165527344,Medium
950,127.03819274902344,Medium
951,122.15596008300781,Medium
952,190.67520141601562,High
953,101.51935577392578,Medium
954,135.7458953857422,High
955,93.78087615966797,Low
956,76.19662475585938,Low
957,189.7948455810547,High
958,124.15300750732422,Medium
959,107.33211517333984,Medium
960,112.59961700439453,Medium
961,129.91082763671875,High
962,133.40814208984375,High
963,121.93073272705078,Medium
964,126.27354431152344,Medium
965,124.25626373291016,Medium
966,69.8408432006836,Low
967,121.73773193359375,Medium
968,176.0204315185547,High
969,129.3655242919922,High
970,78.09873962402344,Low
971,145.9406280517578,High
972,96.58168029785156,Low
973,103.62092590332031,Medium
974,118.40846252441406,Medium
975,125.46672058105469,Medium
976,96.5967025756836,Low
977,159.58639526367188,High
978,112.50830078125,Medium
979,139.7139129638672,High
980,94.20591735839844,Low
981,130.0966796875,High
982,126.12211608886719,Medium
983,105.55232238769531,Medium
984,84.62972259521484,Low
985,98.27840423583984,Low
986,180.6341552734375,High
987,108.13191223144531,Medium
988,123.44107818603516,Medium
989,133.1814727783203,High
990,280.7658386230469,High
991,98.47776794433594,Low
992,85.4072265625,Low
993,129.70382690429688,High
994,117.40638732910156,Medium
995,81.44434356689453,Low
996,86.86758422851562,Low
997,61.01020431518555,Low
998,104.1829605102539,Medium
999,112.36981201171875,Medium
1000,92.0719223022461,Low
1001,97.02987670898438,Low
1002,130.0679473876953,High
1003,95.43085479736328,Low
1004,91.41697692871094,Low
1005,134.9954071044922,High
1006,116.34952545166016,Medium
1007,129.70382690429688,High
1008,149.99478149414062,High
1009,138.5432586669922,High
1010,108.55521392822266,Medium
1011,116.46489715576172,Medium
1012,100.37786102294922,Low
1013,76.7659683227539,Low
1014,315.2452392578125,High
1015,109.42449188232422,Medium
1016,62.12941360473633,Low
1017,136.52276611328125,High
1018,75.38462829589844,Low
1019,307.0155944824219,High
1020,84.24809265136719,Low
1021,100.71469116210938,Medium
1022,116.71353149414062,Medium
1023,109.22742462158203,Medium
1024,112.8734359741211,Medium
1025,90.19710540771484,Low
1026,108.99755859375,Medium
1027,79.19568634033203,Low
1028,107.08348083496094,Medium
1029,110.34122467041016,Medium
1030,120.6648178100586,Medium
1031,108.83197784423828,Medium
1032,150.5828094482422,High
1033,127.54432678222656,High
1034,208.1324005126953,High
1035,113.03055572509766,Medium
1036,117.40638732910156,Medium
1037,124.98735809326172,Medium
1038,117.40638732910156,Medium
1039,113.99755096435547,Medium
1040,91.48246765136719,Low
1041,122.2978286743164,Medium
1042,62.03307342529297,Low
1043,131.56710815429688,High
1044,183.66171264648438,High
1045,128.07667541503906,High
1046,92.26966094970703,Low
1047,136.6726531982422,High
1048,101.63313293457031,Medium
1049,77.61048126220703,Low
1050,84.77558135986328,Low
1051,103.08041381835938,Medium
1052,110.84112548828125,Medium
1053,164.90953063964844,High
1054,80.2337417602539,Low
1055,106.8883056640625,Medium
1056,134.86151123046875,High
1057,115.98846435546875,Medium
1058,210.91094970703125,High
1059,63.25912094116211,Low
1060,57.64352798461914,Low
1061,126.34013366699219,Medium
1062,128.08546447753906,High
1063,133.63186645507812,High
1064,129.30645751953125,High
1065,63.25912094116211,Low
1066,101.7727279663086,Medium
1067,119.4466552734375,Medium
1068,90.23728942871094,Low
1069,96.97247314453125,Low
1070,89.13570404052734,Low
